idEntrada,usuarioOnline, statusSaida ,paginaSaida,avaliacao,dataHoraEntrada,dataHoraSaida,dataHoraErro,tempoAcesso,codigo,erro
56,1,0.8,1,negativa,2021/06/02,2021/06/02,2021/06/02,422,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
620,0,1,0,negativa,2021/06/03,2021/06/03,2021/06/03,426,500,"""CHAVE PIX INCORRETA"""
940,0,1,0,positiva,2021/06/04,2021/06/04,2021/06/04,404,500,"""CHAVE PIX INCORRETA"""
264,0,0.2,4,negativa,2021/06/05,2021/06/05,2021/06/05,396,500,"""CHAVE PIX INCORRETA"""
767,1,0.8,1,negativa,2021/06/06,2021/06/06,2021/06/06,393,500,"""CHAVE PIX INCORRETA"""
30,1,0.8,1,negativa,2021/06/07,2021/06/07,2021/06/07,390,500,"""CHAVE PIX INCORRETA"""
818,1,0.8,1,negativa,2021/06/08,2021/06/08,2021/06/08,386,500,"""CHAVE PIX INCORRETA"""
45,1,0.8,1,negativa,2021/06/09,2021/06/09,2021/06/09,385,500,"""CHAVE PIX INCORRETA"""
90,1,0.8,1,positiva,2021/06/10,2021/06/10,2021/06/10,378,500,"""CHAVE PIX INCORRETA"""
553,0,0.6,2,negativa,2021/06/11,2021/06/11,2021/06/11,373,500,"""CHAVE PIX INCORRETA"""
657,0,0.2,4,negativa,2021/06/12,2021/06/12,2021/06/12,362,500,"""CHAVE PIX INCORRETA"""
374,0,0.6,2,negativa,2021/06/13,2021/06/13,2021/06/13,339,500,"""CHAVE PIX INCORRETA"""
536,0,0.4,3,positiva,2021/06/14,2021/06/14,2021/06/14,336,500,"""CHAVE PIX INCORRETA"""
467,1,0.8,1,negativa,2021/06/15,2021/06/15,2021/06/15,329,500,"""CHAVE PIX INCORRETA"""
741,0,0.2,4,positiva,2021/06/16,2021/06/16,2021/06/16,325,500,"""CHAVE PIX INCORRETA"""
447,0,0.4,3,positiva,2021/06/17,2021/06/17,2021/06/17,293,500,"""CHAVE PIX INCORRETA"""
279,0,1,0,negativa,2021/06/18,2021/06/18,2021/06/18,291,500,"""CHAVE PIX INCORRETA"""
432,0,0.6,2,positiva,2021/06/19,2021/06/19,2021/06/19,285,500,"""CHAVE PIX INCORRETA"""
955,1,0.8,1,n/ avaliado,2021/06/20,2021/06/20,2021/06/20,283,500,"""CHAVE PIX INCORRETA"""
794,0,0.6,2,positiva,2021/06/21,2021/06/21,2021/06/21,280,500,"""CHAVE PIX INCORRETA"""
482,0,0.4,3,negativa,2021/06/22,2021/06/22,2021/06/22,278,500,"""CHAVE PIX INCORRETA"""
903,0,0.4,3,negativa,2021/06/23,2021/06/23,2021/06/23,276,500,"""CHAVE PIX INCORRETA"""
836,0,0.6,2,negativa,2021/06/24,2021/06/24,2021/06/24,274,500,"""CHAVE PIX INCORRETA"""
709,1,0.8,1,negativa,2021/06/25,2021/06/25,2021/06/25,267,500,"""CHAVE PIX INCORRETA"""
60,1,0.8,1,negativa,2021/06/26,2021/06/26,2021/06/26,266,500,"""CHAVE PIX INCORRETA"""
497,1,0.8,1,n/ avaliado,2021/06/27,2021/06/27,2021/06/27,262,500,"""CHAVE PIX INCORRETA"""
401,0,0.2,4,n/ avaliado,2021/06/28,2021/06/28,2021/06/28,231,500,"""CHAVE PIX INCORRETA"""
417,0,0.2,4,positiva,2021/06/29,2021/06/29,2021/06/29,229,500,"""CHAVE PIX INCORRETA"""
606,0,0.4,3,positiva,2021/06/30,2021/06/30,2021/06/30,215,500,"""CHAVE PIX INCORRETA"""
672,0,0.6,2,negativa,2021/07/01,2021/07/01,2021/07/01,205,500,"""CHAVE PIX INCORRETA"""
827,0,0.6,2,negativa,2021/07/02,2021/07/02,2021/07/02,196,500,"""CHAVE PIX INCORRETA"""
165,1,0.8,1,negativa,2021/07/03,2021/07/03,2021/07/03,190,500,"""CHAVE PIX INCORRETA"""
180,0,0.6,2,positiva,2021/07/04,2021/07/04,2021/07/04,185,500,"""CHAVE PIX INCORRETA"""
15,0,1,0,negativa,2021/07/05,2021/07/05,2021/07/05,173,500,"""CHAVE PIX INCORRETA"""
294,0,0.2,4,positiva,2021/07/06,2021/07/06,2021/07/06,171,500,"""CHAVE PIX INCORRETA"""
856,0,0.6,2,negativa,2021/07/07,2021/07/07,2021/07/07,168,500,"""CHAVE PIX INCORRETA"""
75,0,0.6,2,negativa,2021/07/08,2021/07/08,2021/07/08,157,500,"""CHAVE PIX INCORRETA"""
516,1,0.8,1,n/ avaliado,2021/07/09,2021/07/09,2021/07/09,152,500,"""CHAVE PIX INCORRETA"""
889,1,0.8,1,negativa,2021/07/10,2021/07/10,2021/07/10,148,500,"""CHAVE PIX INCORRETA"""
573,0,0.6,2,negativa,2021/07/11,2021/07/11,2021/07/11,146,500,"""CHAVE PIX INCORRETA"""
588,0,0.4,3,positiva,2021/07/12,2021/07/12,2021/07/12,146,500,"""CHAVE PIX INCORRETA"""
207,1,0.8,1,negativa,2021/07/13,2021/07/13,2021/07/13,145,500,"""CHAVE PIX INCORRETA"""
694,1,0.8,1,negativa,2021/07/14,2021/07/14,2021/07/14,145,500,"""CHAVE PIX INCORRETA"""
977,0,0.2,4,negativa,2021/07/15,2021/07/15,2021/07/15,144,500,"""CHAVE PIX INCORRETA"""
105,0,0.6,2,positiva,2021/07/16,2021/07/16,2021/07/16,126,500,"""CHAVE PIX INCORRETA"""
962,0,0.6,2,negativa,2021/07/17,2021/07/17,2021/07/17,516,500,"""CLIENTE NAO CADASTRADO"""
97,0,0.4,3,negativa,2021/07/18,2021/07/18,2021/07/18,502,500,"""CLIENTE NAO CADASTRADO"""
343,0,0.6,2,n/ avaliado,2021/07/19,2021/07/19,2021/07/19,441,500,"""CLIENTE NAO CADASTRADO"""
489,0,0.6,2,n/ avaliado,2021/07/20,2021/07/20,2021/07/20,435,500,"""CLIENTE NAO CADASTRADO"""
834,0,0.4,3,negativa,2021/07/21,2021/07/21,2021/07/21,422,500,"""CLIENTE NAO CADASTRADO"""
424,1,0.8,1,n/ avaliado,2021/07/22,2021/07/22,2021/07/22,393,500,"""CLIENTE NAO CADASTRADO"""
716,0,0.6,2,negativa,2021/07/23,2021/07/23,2021/07/23,375,500,"""CLIENTE NAO CADASTRADO"""
187,1,0.8,1,negativa,2021/07/24,2021/07/24,2021/07/24,373,500,"""CLIENTE NAO CADASTRADO"""
848,0,1,0,negativa,2021/07/25,2021/07/25,2021/07/25,365,500,"""CLIENTE NAO CADASTRADO"""
331,0,0.6,2,negativa,2021/07/26,2021/07/26,2021/07/26,362,500,"""CLIENTE NAO CADASTRADO"""
393,0,0.4,3,negativa,2021/07/27,2021/07/27,2021/07/27,346,500,"""CLIENTE NAO CADASTRADO"""
545,0,0.4,3,positiva,2021/07/28,2021/07/28,2021/07/28,344,500,"""CLIENTE NAO CADASTRADO"""
271,0,0.4,3,n/ avaliado,2021/07/29,2021/07/29,2021/07/29,341,500,"""CLIENTE NAO CADASTRADO"""
925,0,0.4,3,negativa,2021/07/30,2021/07/30,2021/07/30,320,500,"""CLIENTE NAO CADASTRADO"""
112,1,0.8,1,positiva,2021/07/31,2021/07/31,2021/07/31,313,500,"""CLIENTE NAO CADASTRADO"""
157,0,0.6,2,n/ avaliado,2021/08/01,2021/08/01,2021/08/01,308,500,"""CLIENTE NAO CADASTRADO"""
37,0,0.4,3,positiva,2021/08/02,2021/08/02,2021/08/02,306,500,"""CLIENTE NAO CADASTRADO"""
881,0,1,0,negativa,2021/08/03,2021/08/03,2021/08/03,297,500,"""CLIENTE NAO CADASTRADO"""
7,0,0.6,2,negativa,2021/08/04,2021/08/04,2021/08/04,295,500,"""CLIENTE NAO CADASTRADO"""
67,0,0.4,3,negativa,2021/08/05,2021/08/05,2021/08/05,294,500,"""CLIENTE NAO CADASTRADO"""
82,0,0.4,3,positiva,2021/08/06,2021/08/06,2021/08/06,286,500,"""CLIENTE NAO CADASTRADO"""
801,0,0.6,2,negativa,2021/08/07,2021/08/07,2021/08/07,283,500,"""CLIENTE NAO CADASTRADO"""
642,0,0.4,3,negativa,2021/08/08,2021/08/08,2021/08/08,273,500,"""CLIENTE NAO CADASTRADO"""
910,0,1,0,positiva,2021/08/09,2021/08/09,2021/08/09,271,500,"""CLIENTE NAO CADASTRADO"""
127,1,0.8,1,positiva,2021/08/10,2021/08/10,2021/08/10,268,500,"""CLIENTE NAO CADASTRADO"""
459,1,0.8,1,n/ avaliado,2021/08/11,2021/08/11,2021/08/11,268,500,"""CLIENTE NAO CADASTRADO"""
627,1,0.8,1,positiva,2021/08/12,2021/08/12,2021/08/12,260,500,"""CLIENTE NAO CADASTRADO"""
528,0,1,0,negativa,2021/08/13,2021/08/13,2021/08/13,257,500,"""CLIENTE NAO CADASTRADO"""
286,0,0.6,2,negativa,2021/08/14,2021/08/14,2021/08/14,256,500,"""CLIENTE NAO CADASTRADO"""
211,0,0.6,2,positiva,2021/08/15,2021/08/15,2021/08/15,254,500,"""CLIENTE NAO CADASTRADO"""
172,1,0.8,1,negativa,2021/08/16,2021/08/16,2021/08/16,248,500,"""CLIENTE NAO CADASTRADO"""
381,0,0.6,2,negativa,2021/08/17,2021/08/17,2021/08/17,244,500,"""CLIENTE NAO CADASTRADO"""
299,0,1,0,n/ avaliado,2021/08/18,2021/08/18,2021/08/18,243,500,"""CLIENTE NAO CADASTRADO"""
580,0,0.6,2,negativa,2021/08/19,2021/08/19,2021/08/19,243,500,"""CLIENTE NAO CADASTRADO"""
52,0,0.6,2,n/ avaliado,2021/08/20,2021/08/20,2021/08/20,237,500,"""CLIENTE NAO CADASTRADO"""
664,0,0.4,3,n/ avaliado,2021/08/21,2021/08/21,2021/08/21,237,500,"""CLIENTE NAO CADASTRADO"""
256,0,0.4,3,n/ avaliado,2021/08/22,2021/08/22,2021/08/22,229,500,"""CLIENTE NAO CADASTRADO"""
366,0,0.4,3,negativa,2021/08/23,2021/08/23,2021/08/23,215,500,"""CLIENTE NAO CADASTRADO"""
22,0,0.4,3,negativa,2021/08/24,2021/08/24,2021/08/24,214,500,"""CLIENTE NAO CADASTRADO"""
474,0,0.4,3,negativa,2021/08/25,2021/08/25,2021/08/25,211,500,"""CLIENTE NAO CADASTRADO"""
142,0,0.6,2,negativa,2021/08/26,2021/08/26,2021/08/26,209,500,"""CLIENTE NAO CADASTRADO"""
825,0,0.4,3,positiva,2021/08/27,2021/08/27,2021/08/27,208,500,"""CLIENTE NAO CADASTRADO"""
225,0,1,0,positiva,2021/08/28,2021/08/28,2021/08/28,196,500,"""CLIENTE NAO CADASTRADO"""
843,0,0.6,2,negativa,2021/08/29,2021/08/29,2021/08/29,185,500,"""CLIENTE NAO CADASTRADO"""
748,0,1,0,n/ avaliado,2021/08/30,2021/08/30,2021/08/30,182,500,"""CLIENTE NAO CADASTRADO"""
984,0,0.4,3,positiva,2021/08/31,2021/08/31,2021/08/31,178,500,"""CLIENTE NAO CADASTRADO"""
999,0,0.4,3,negativa,2021/09/01,2021/09/01,2021/09/01,177,500,"""CLIENTE NAO CADASTRADO"""
409,1,0.8,1,negativa,2021/09/02,2021/09/02,2021/09/02,175,500,"""CLIENTE NAO CADASTRADO"""
199,1,0.8,1,n/ avaliado,2021/09/03,2021/09/03,2021/09/03,167,500,"""CLIENTE NAO CADASTRADO"""
947,0,0.6,2,negativa,2021/09/04,2021/09/04,2021/09/04,160,500,"""CLIENTE NAO CADASTRADO"""
701,0,0.4,3,positiva,2021/09/05,2021/09/05,2021/09/05,153,500,"""CLIENTE NAO CADASTRADO"""
679,0,0.6,2,negativa,2021/09/06,2021/09/06,2021/09/06,138,500,"""CLIENTE NAO CADASTRADO"""
349,1,0.8,1,negativa,2021/09/07,2021/09/07,2021/09/07,123,500,"""CLIENTE NAO CADASTRADO"""
981,0,0.6,2,negativa,2021/09/08,2021/09/08,2021/09/08,517,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
196,0,0.6,2,negativa,2021/09/09,2021/09/09,2021/09/09,480,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
471,0,1,0,positiva,2021/09/10,2021/09/10,2021/09/10,477,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
139,0,0.2,4,n/ avaliado,2021/09/11,2021/09/11,2021/09/11,469,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
878,0,0.4,3,n/ avaliado,2021/09/12,2021/09/12,2021/09/12,461,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
421,0,0.6,2,negativa,2021/09/13,2021/09/13,2021/09/13,454,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
860,0,0.2,4,n/ avaliado,2021/09/14,2021/09/14,2021/09/14,435,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
875,0,0.4,3,n/ avaliado,2021/09/15,2021/09/15,2021/09/15,418,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
451,0,0.6,2,negativa,2021/09/16,2021/09/16,2021/09/16,412,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
525,0,0.6,2,negativa,2021/09/17,2021/09/17,2021/09/17,374,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
831,0,1,0,n/ avaliado,2021/09/18,2021/09/18,2021/09/18,367,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
320,0,0.4,3,negativa,2021/09/19,2021/09/19,2021/09/19,349,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
34,0,0.4,3,n/ avaliado,2021/09/20,2021/09/20,2021/09/20,345,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
661,0,0.4,3,positiva,2021/09/21,2021/09/21,2021/09/21,344,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
907,0,0.4,3,positiva,2021/09/22,2021/09/22,2021/09/22,339,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
49,1,0.8,1,negativa,2021/09/23,2021/09/23,2021/09/23,334,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
486,0,1,0,negativa,2021/09/24,2021/09/24,2021/09/24,333,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
822,1,0.8,1,negativa,2021/09/25,2021/09/25,2021/09/25,329,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
19,1,0.8,1,n/ avaliado,2021/09/26,2021/09/26,2021/09/26,324,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
316,0,0.4,3,negativa,2021/09/27,2021/09/27,2021/09/27,324,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
577,0,0.6,2,negativa,2021/09/28,2021/09/28,2021/09/28,321,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
845,0,0.6,2,n/ avaliado,2021/09/29,2021/09/29,2021/09/29,318,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
328,0,1,0,n/ avaliado,2021/09/30,2021/09/30,2021/09/30,316,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
639,0,0.4,3,positiva,2021/10/01,2021/10/01,2021/10/01,316,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
222,0,0.2,4,negativa,2021/10/02,2021/10/02,2021/10/02,314,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
562,0,0.2,4,n/ avaliado,2021/10/03,2021/10/03,2021/10/03,309,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
169,0,0.6,2,positiva,2021/10/04,2021/10/04,2021/10/04,302,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
595,0,1,0,negativa,2021/10/05,2021/10/05,2021/10/05,300,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
592,0,1,0,negativa,2021/10/06,2021/10/06,2021/10/06,296,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
283,0,0.6,2,negativa,2021/10/07,2021/10/07,2021/10/07,286,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
390,1,0.8,1,n/ avaliado,2021/10/08,2021/10/08,2021/10/08,282,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
840,0,1,0,negativa,2021/10/09,2021/10/09,2021/10/09,276,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
363,0,0.2,4,negativa,2021/10/10,2021/10/10,2021/10/10,273,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
233,0,0.6,2,negativa,2021/10/11,2021/10/11,2021/10/11,266,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
745,1,0.8,1,positiva,2021/10/12,2021/10/12,2021/10/12,265,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
79,1,0.8,1,negativa,2021/10/13,2021/10/13,2021/10/13,262,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
624,0,0.6,2,n/ avaliado,2021/10/14,2021/10/14,2021/10/14,261,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
378,1,0.8,1,n/ avaliado,2021/10/15,2021/10/15,2021/10/15,257,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
4,0,0.2,4,negativa,2021/10/16,2021/10/16,2021/10/16,248,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
296,0,0.4,3,negativa,2021/10/17,2021/10/17,2021/10/17,248,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
557,0,0.4,3,positiva,2021/10/18,2021/10/18,2021/10/18,234,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
713,0,0.4,3,negativa,2021/10/19,2021/10/19,2021/10/19,229,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
996,0,0.4,3,positiva,2021/10/20,2021/10/20,2021/10/20,229,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
340,0,0.2,4,positiva,2021/10/21,2021/10/21,2021/10/21,228,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
698,0,1,0,n/ avaliado,2021/10/22,2021/10/22,2021/10/22,228,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
520,0,0.4,3,negativa,2021/10/23,2021/10/23,2021/10/23,218,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
540,1,0.8,1,negativa,2021/10/24,2021/10/24,2021/10/24,216,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
922,0,1,0,negativa,2021/10/25,2021/10/25,2021/10/25,215,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
124,1,0.8,1,n/ avaliado,2021/10/26,2021/10/26,2021/10/26,209,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
253,0,0.6,2,negativa,2021/10/27,2021/10/27,2021/10/27,199,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
109,0,0.6,2,negativa,2021/10/28,2021/10/28,2021/10/28,194,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
798,1,0.8,1,negativa,2021/10/29,2021/10/29,2021/10/29,186,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
542,0,1,0,negativa,2021/10/30,2021/10/30,2021/10/30,184,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
208,1,0.8,1,negativa,2021/10/31,2021/10/31,2021/10/31,169,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
501,1,0.8,1,negativa,2021/11/01,2021/11/01,2021/11/01,168,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
94,0,0.4,3,negativa,2021/11/02,2021/11/02,2021/11/02,165,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
241,0,0.6,2,negativa,2021/11/03,2021/11/03,2021/11/03,145,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
944,0,0.6,2,positiva,2021/11/04,2021/11/04,2021/11/04,139,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
610,1,0.8,1,positiva,2021/11/05,2021/11/05,2021/11/05,138,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
184,1,0.8,1,negativa,2021/11/06,2021/11/06,2021/11/06,136,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
131,0,0.6,2,negativa,2021/11/07,2021/11/07,2021/11/07,413,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
386,0,0.2,4,negativa,2021/11/08,2021/11/08,2021/11/08,405,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
311,0,0.6,2,negativa,2021/11/09,2021/11/09,2021/11/09,396,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
493,0,0.6,2,negativa,2021/11/10,2021/11/10,2021/11/10,395,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
11,0,0.2,4,n/ avaliado,2021/11/11,2021/11/11,2021/11/11,387,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
291,1,0.8,1,positiva,2021/11/12,2021/11/12,2021/11/12,380,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
804,0,1,0,negativa,2021/11/13,2021/11/13,2021/11/13,378,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
868,0,1,0,negativa,2021/11/14,2021/11/14,2021/11/14,376,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
87,0,0.2,4,negativa,2021/11/15,2021/11/15,2021/11/15,372,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
161,0,0.6,2,negativa,2021/11/16,2021/11/16,2021/11/16,366,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
853,0,0.2,4,positiva,2021/11/17,2021/11/17,2021/11/17,362,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
646,0,0.4,3,negativa,2021/11/18,2021/11/18,2021/11/18,348,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
513,0,0.4,3,negativa,2021/11/19,2021/11/19,2021/11/19,346,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
229,0,0.4,3,n/ avaliado,2021/11/20,2021/11/20,2021/11/20,346,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
803,0,1,0,negativa,2021/11/21,2021/11/21,2021/11/21,343,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
275,0,0.4,3,positiva,2021/11/22,2021/11/22,2021/11/22,342,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
27,0,0.6,2,n/ avaliado,2021/11/23,2021/11/23,2021/11/23,341,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
398,0,1,0,n/ avaliado,2021/11/24,2021/11/24,2021/11/24,341,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
988,1,0.8,1,negativa,2021/11/25,2021/11/25,2021/11/25,334,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
312,0,0.6,2,positiva,2021/11/26,2021/11/26,2021/11/26,331,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
443,0,0.4,3,n/ avaliado,2021/11/27,2021/11/27,2021/11/27,319,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
413,1,0.8,1,positiva,2021/11/28,2021/11/28,2021/11/28,318,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
737,0,0.4,3,negativa,2021/11/29,2021/11/29,2021/11/29,315,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
763,0,0.6,2,negativa,2021/11/30,2021/11/30,2021/11/30,314,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
653,0,0.6,2,n/ avaliado,2021/12/01,2021/12/01,2021/12/01,313,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
915,1,0.8,1,positiva,2021/12/02,2021/12/02,2021/12/02,311,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
